Index,cityCode,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,pop2025,pop2030
806,21318,489,560,644,720,801,892,993,1254,1614,1906,2221,2523,2854,3222,3603,4033,4493
807,21319,151,188,237,302,387,479,590,767,1006,1183,1368,1486,1598,1716,1860,2073,2316
808,21322,361,419,482,576,692,790,893,981,1073,1132,1187,1304,1443,1593,1759,1968,2201
809,21325,25,26,28,30,32,57,112,221,437,641,875,1194,1630,2216,2799,3223,3600
810,21326,54,78,115,148,185,213,242,284,335,370,404,475,563,667,772,876,984
811,21328,114,138,166,188,211,250,299,353,417,472,530,572,614,657,712,797,895
812,21329,104,114,124,131,139,148,158,189,230,269,313,372,444,529,615,699,786
813,21330,34,40,48,55,63,73,85,105,133,165,204,238,274,315,358,406,458
814,21332,228,254,280,317,361,432,523,655,824,975,1143,1273,1406,1550,1710,1914,2140
815,21336,160,174,190,223,266,302,340,385,436,520,626,739,871,1023,1177,1332,1493
816,21206,2857,3432,4060,4854,5811,7082,8658,10391,12436,14310,16367,17891,19422,21043,22838,25207,27797
817,21341,63,73,86,98,112,136,167,201,242,281,325,394,482,587,692,789,887
818,21342,72,87,106,116,125,151,185,211,237,267,301,341,387,439,493,557,628
819,21343,237,248,253,293,347,404,470,548,640,708,776,866,969,1082,1204,1352,1515
820,21347,473,565,674,785,910,1075,1273,1448,1637,1849,2089,2278,2471,2675,2912,3244,3616
821,21348,63,72,80,98,122,151,186,236,300,357,421,479,542,611,685,773,868
822,21350,149,180,211,238,267,330,416,539,700,886,1117,1315,1531,1779,2030,2287,2556
823,21351,44,52,62,70,79,98,125,153,186,208,229,253,279,307,339,383,431
824,21352,80,92,105,118,131,171,228,269,311,352,398,468,552,650,749,849,954
825,21354,53,65,77,93,112,141,178,206,237,260,284,297,309,321,341,381,430
826,21357,68,73,77,85,94,105,116,142,175,200,226,256,289,326,365,413,466
827,21359,54,60,66,75,86,107,134,159,187,250,340,390,436,486,541,610,686
828,21360,32,35,37,46,59,79,105,139,183,218,254,279,304,330,362,407,458
829,21363,96,109,123,136,149,173,202,226,250,282,318,371,436,510,586,665,748
830,21364,277,316,359,414,480,642,881,993,1087,1331,1658,1847,2022,2210,2421,2702,3016
831,21368,16,28,48,83,141,190,243,308,389,444,498,565,643,730,822,926,1040
832,21371,581,680,777,924,1105,1345,1642,1998,2430,2978,3655,4270,4951,5728,6502,7285,8091
833,21373,25,35,51,61,70,86,107,121,135,160,192,240,301,378,454,521,587
834,21376,88,109,136,165,200,255,327,387,453,553,680,858,1088,1374,1656,1890,2116
835,21377,103,115,128,153,184,220,262,320,391,404,408,437,473,511,557,625,703
836,21379,126,156,189,234,291,356,434,526,638,787,974,1155,1361,1599,1838,2076,2322
837,21382,131,135,135,146,159,179,201,221,241,259,279,309,344,382,425,479,540
838,21384,103,120,138,182,244,342,480,549,607,712,844,969,1107,1262,1423,1602,1793
839,21168,52,56,61,67,75,83,93,103,113,120,126,174,250,358,469,548,619
840,21387,46,63,87,119,164,226,309,354,393,434,478,513,548,585,632,707,795
841,21389,70,79,87,102,122,141,164,187,212,247,289,326,367,413,462,521,587
842,204983,33,38,45,52,61,69,78,84,90,101,113,167,258,397,544,642,724
843,21390,79,90,103,124,150,175,203,228,253,279,305,334,366,400,439,494,556
844,21391,145,163,183,202,222,253,290,328,369,407,447,548,683,849,1013,1156,1297
845,21392,197,231,268,327,404,458,511,544,574,647,736,818,907,1003,1109,1244,1394
846,204984,89,105,124,155,195,228,264,307,357,398,442,475,509,545,590,660,743
847,21396,41,46,51,55,60,70,83,95,108,121,136,190,275,396,520,609,686
848,21397,19,27,36,47,60,75,94,120,155,187,224,251,279,309,343,387,437
849,21398,105,110,117,128,142,168,200,227,256,286,319,333,345,356,377,421,475
850,21399,57,75,99,111,121,143,171,194,220,242,265,302,348,399,453,513,578
851,21401,45,53,62,78,99,121,148,168,190,225,268,294,319,345,377,424,478
852,21405,30,44,62,78,95,119,150,179,212,303,447,559,683,832,980,1115,1252
853,21409,272,302,333,362,393,445,506,558,613,720,853,906,946,986,1049,1167,1307
854,21411,248,268,289,342,412,494,592,661,730,833,954,1092,1251,1429,1612,1814,2030
855,21412,234,269,311,384,477,642,877,1139,1468,1984,2699,3475,4438,5650,6827,7755,8616
856,21414,98,105,110,123,138,158,181,192,201,208,215,246,285,330,377,428,482
857,21415,182,208,236,302,394,454,512,636,801,965,1153,1378,1648,1965,2279,2576,2878
858,204988,97,110,125,148,177,209,245,263,278,263,245,305,397,514,631,727,818
859,21416,69,71,73,74,76,120,203,344,585,805,1050,1371,1790,2329,2859,3270,3651
860,21417,287,313,336,388,454,522,599,652,705,768,837,919,1009,1106,1216,1362,1525
861,21418,159,173,188,220,260,290,319,342,364,394,427,460,494,530,576,645,725
862,21419,25,29,35,47,63,84,111,143,183,232,293,363,447,550,652,745,838
863,21420,59,75,95,118,146,176,211,251,299,392,523,696,927,1230,1532,1762,1974
864,21423,35,41,46,56,68,85,106,135,174,207,243,272,302,334,370,417,471
865,21425,87,98,110,130,157,189,227,263,303,341,383,424,469,517,571,642,723
866,21427,126,136,143,169,203,237,277,315,357,391,426,465,509,556,610,685,770
867,21430,207,249,302,370,453,571,722,891,1096,1273,1465,1625,1794,1975,2176,2432,2716
