index,countryCode,countryName,cityCode,urbanAgglomeration,latitude,longitude,radius,yearMotorway,yearHST
370,156,China,20617,Maoming,21.662659,110.923448,NA,NA,NA
371,156,China,23757,Meishan,30.076148,103.845638,NA,NA,NA
372,156,China,20618,Meizhou,24.298896,116.12139,NA,NA,NA
373,156,China,20619,Mianyang Sichuan,31.483888,104.737019,NA,NA,NA
374,156,China,23760,Miluo,28.806933,113.072064,NA,NA,NA
375,156,China,20621,Mudanjiang,44.58333,129.6,NA,NA,NA
376,156,China,20622,Nanchang,28.68333,115.88333,NA,NA,NA
377,156,China,20623,Nanchong,30.79508,106.08474,NA,NA,NA
378,156,China,20625,Nanjing Jiangsu,32.048183,118.789812,NA,NA,NA
379,156,China,23684,Nankang,25.665464,114.755751,NA,NA,NA
380,156,China,20626,Nanning,22.81667,108.31667,NA,NA,NA
381,156,China,20628,Nantong,31.990413,120.865451,NA,NA,NA
382,156,China,20629,Nanyang   Henan,32.999941,112.52593,NA,NA,NA
383,156,China,20630,Neijiang,29.58354,105.06216,NA,NA,NA
384,156,China,20631,Ningbo,29.87819,121.54945,NA,NA,NA
385,156,China,20633,Panjin,41.121893,122.070073,NA,NA,NA
386,156,China,23690,Panzhihua,26.58509,101.71276,NA,NA,NA
387,156,China,20634,Pingdingshan  Henan,33.74166,113.304003,NA,NA,NA
388,156,China,23693,Pingdu,36.780791,119.959214,NA,NA,NA
389,156,China,23694,Pinghu,30.703667,121.009699,NA,NA,NA
390,156,China,20636,Pingxiang  Jiangxi,27.634816,113.847689,NA,NA,NA
391,156,China,23695,Pizhou,34.31139,117.95028,NA,NA,NA
392,156,China,23696,Pulandian,39.400329,121.969362,NA,NA,NA
393,156,China,23697,Puning,23.296655,116.164678,NA,NA,NA
394,156,China,20639,Putian,25.43944,119.01028,NA,NA,NA
395,156,China,20640,Puyang,35.77051,115.043769,NA,NA,NA
396,156,China,23827,Qianjiang,30.422118,112.892537,NA,NA,NA
397,156,China,20641,Qingdao,36.09861,120.37194,NA,NA,NA
398,156,China,20643,Qingyuan,23.714582,113.029707,NA,NA,NA
399,156,China,23830,Qingzhou,36.684528,118.479622,NA,NA,NA
400,156,China,20644,Qinhuangdao,39.93167,119.58833,NA,NA,NA
401,156,China,23698,Qinzhou,21.96808,108.62136,NA,NA,NA
402,156,China,20646,Qiqihaer,47.34083,123.96722,NA,NA,NA
403,156,China,20647,Qitaihe,45.767053,130.975,NA,NA,NA
404,156,China,20648,Quanzhou,24.896763,118.599688,NA,NA,NA
405,156,China,23703,Qufu,35.59667,116.99111,NA,NA,NA
406,156,China,23704,Qujing,25.489377,103.797682,NA,NA,NA
407,156,China,20649,Quzhou,28.95944,118.86861,NA,NA,NA
408,156,China,23705,Renqiu,38.69889,116.09361,NA,NA,NA
409,156,China,23706,Rizhao,35.40336,119.511996,NA,NA,NA
